entity_id,canonical_name,description,aliases_json,aliases_text,domains_json,roles_json,is_turkiye_related
Q307835,özgü namal,Özgü Namal (born 28 December 1978) is a Turkish actress.,"[""özgü namal"", ""Özgü Namal"", ""Ozgu Namal"", ""ozgu namal""]",özgü namal | Özgü Namal | Ozgu Namal | ozgu namal,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q307906,Özkan Uğur/Comments,"Raif Özkan Uğur (born October 17, 1953) is a Turkish pop musician, member of the renowned band MFÖ and an actor.He was born as the 5th child of his family. He graduated Reşat Nuri Güntekin Primary School where he met and started playing mandolin. Afterwards, while he was studying in Fenerbahçe High School, he formed a band called  Atomikler and covered popular songs of the time.He started his career as a musician in the Şerif Yüzbaşıoğlu Orchestra as a bass guitarist. In 1971, Özkan joined Mazhar Alanson and Fuat Güner in the duo ""Kaygısızlar"" (""The Unworrieds"") The band was dissolved in 1972. Between 1972 and 1975, Özkan played Anatolian rock music with Barış Manço in his band Kurtalan Ekspres, in ""TER"" of Erkin Koray, ""Dostlar"" of Edip Akbayram, ""Kardaşlar"" of Seyhan Karabay and ""Dadaşlar"" of Ersen. In 1976, he left Anatolian rock music genre and joined the quintet ""İpucu"" led by the MFÖ trio. Özkan formed in 1978 the band ""Grup Karma"" with Galip Boransu and Cengiz Teoman. He is now playing in the group MFÖ (the three letters stand for the names of the three members: Mazhar Alanson, Fuat Güner, Özkan Uğur). While playing the bass guitar in MFÖ, he performs incredibly difficult vocals with his tenor timbre. He released ""Aynada"" (""In The Mirror"" in Turkish) single from DMC in 2016.He was also a judge in O Ses Türkiye (Turkish version of The Voice).","[""Özkan Uğur/Comments"", ""ozkan ugur"", ""özkan ugur"", ""Özkan Uğur"", ""özkan uğur/comments"", ""Ozkan Ugur"", ""özkan uğur"", ""Özkan Ugur""]",Özkan Uğur/Comments | ozkan ugur | özkan ugur | Özkan Uğur | özkan uğur/comments | Ozkan Ugur | özkan uğur | Özkan Ugur,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q310947,"baldwin, stephen","Stephen Andrew Baldwin (born May 12, 1966) is an American actor, producer, and author. He has appeared in the films Born on the Fourth of July (1989), Posse (1993), Threesome (1994), The Usual Suspects (1995), Bio-Dome (1996), and The Flintstones in Viva Rock Vegas (2000). He also starred in the television series The Young Riders (1989–92), and as himself in the reality shows Celebrity Big Brother 7 (UK) and Celebrity Apprentice. In 2004, he directed Livin' It, a Christian-themed skateboarding DVD.","[""baldwin, stephen"", ""Steven Baldwin"", ""Stephen Baldwin"", ""stephen baldwin"", ""steven baldwin"", ""Baldwin, Stephen""]","baldwin, stephen | Steven Baldwin | Stephen Baldwin | stephen baldwin | steven baldwin | Baldwin, Stephen","[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3111250,turgut özatay,"Turgut Özatay (30 December 1927 – 26 June 2002) was a Turkish film actor. He appeared in 225 films between 1952 and 1998. He starred in the film The Broken Pots, which was entered into the 11th Berlin International Film Festival.","[""turgut özatay"", ""Turgut Özatay"", ""turgut ozatay"", ""Turgut Ozatay""]",turgut özatay | Turgut Özatay | turgut ozatay | Turgut Ozatay,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q31193403,ayla (film),"Ayla: The Daughter of War (Turkish: Ayla) is a 2017 Turkish drama film directed by Can Ulkay. It was selected as the Turkish entry for the Best Foreign Language Film at the 90th Academy Awards, but it was not nominated.","[""ayla (film)"", ""Ayla The Daughter of War"", ""ayla the daughter of war"", ""ayla: the daughter of war"", ""Ayla: The Daughter of War"", ""Ayla (film)""]",ayla (film) | Ayla The Daughter of War | ayla the daughter of war | ayla: the daughter of war | Ayla: The Daughter of War | Ayla (film),"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q3126013,halit akçatepe,"Halit Akçatepe (1 January 1938 – 31 March 2017) was a Turkish actor.Akçatepe  was born in Üsküdar in 1938, the son of Sitki Akçatepe. In 1943, he made his debut in the film Dertli Pınar at the age of  5 and made more appearances in other films in some child roles. Akçatepe completed his studies in Saint Benoit French High School. In 1956. he joined the army and stayed there for 1,5 years before returning to acting.Akçatepe became a household name for his parts in Ah Nerede Vah Nerede in 1960 and the films Yasak, Gündoğarken and Semaya baktım Seni Gördüm in 1963.  In 1975, he acted in Hababam Sınıfı and then later its sequels  Hababam Sınıfı Sınıfta Kaldı, Hababam Sınıfı Dokuz Doğuruyor and Hababam Sınıfı Tatilde.He died of Heart and respiratory failure in 2017.","[""halit akçatepe"", ""Halit Akçatepe"", ""halit akcatepe"", ""Halit Akcatepe""]",halit akçatepe | Halit Akçatepe | halit akcatepe | Halit Akcatepe,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3145038,The Inheritance (2012 film),Inheritance (French: Héritage) is a 2012 drama film directed by and starring Hiam Abbass in her feature film directorial debut. It premiered at the Venice Film Festival and Haifa International Film Festival.,"[""The Inheritance (2012 film)"", ""Inheritance (2012 film)"", ""the inheritance (2012 film)"", ""Héritage (film)"", ""inheritance (2012 film)"", ""héritage (film)""]",The Inheritance (2012 film) | Inheritance (2012 film) | the inheritance (2012 film) | Héritage (film) | inheritance (2012 film) | héritage (film),"[""cinema"", ""film"", ""turkiye""]","[""film"", ""film_seed""]",true
Q3157489,Jacky Nercessian,"Jacky Nercessian (or Nersessian (Armenian: Ժաքի Ներսեսյան), born November 16, 1950) is a French actor who is ethnically Armenian. One of his most known roles is Apkar in Mayrig by Henri Verneuil.","[""Jacky Nercessian"", ""jacky nercessian""]",Jacky Nercessian | jacky nercessian,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3176600,lütfi akad,"Ömer Lütfi Akad (2 September 1916 – 19 November 2011), was a Turkish film director, who directed movies from 1948 to 1974. In 1949, he debuted as a film director with Vurun Kahpeye (""Strike the Whore"") an adaptation of Halide Edip Adıvar's book of the same title. He became one of the pioneers of the period in the ""Director Generation"". The 1970s trilogy, The Bride; The Wedding; and The Sacrifice, is considered his masterpiece. Afterwards, he withdrew from movie making instead directing adaptations for TV.Ömer Lütfi Akad was born on September 2, 1916. Following his secondary education at French Jeanne d’Arc School and Galatasaray High School, he studied finance at Istanbul Economy and Commerce Higher School. Beside his occupation as financial advisor at Sema Film company, he wrote articles on theatre and cinema. After directing more than 100 movies, Ömer Lütfi Akad taught twenty years at the Mimar Sinan University of Fine Arts.He died on November 19, 2011 at the age of 95 in Istanbul.","[""lütfi akad"", ""lütfi o. akad"", ""Lütfi Akad"", ""Ömer Akad"", ""ömer lütfi akad"", ""Lutfi O. Akad"", ""Omer Lutfi Akad"", ""ömer akad"", ""omer lutfi akad"", ""Lütfi O. Akad""]",lütfi akad | lütfi o. akad | Lütfi Akad | Ömer Akad | ömer lütfi akad | Lutfi O. Akad | Omer Lutfi Akad | ömer akad | omer lutfi akad | Lütfi O. Akad,"[""cinema"", ""people"", ""turkiye""]","[""director""]",true
Q3200,Bruchmachtersen,"Salzgitter (German pronunciation: [zalt͡sˈɡɪtɐ] (listen))  is an independent city in southeast Lower Saxony, Germany, located between Hildesheim and Braunschweig. Together with Wolfsburg and Braunschweig, Salzgitter is one of the seven Oberzentren of Lower Saxony (roughly equivalent to a metropolitan area). With 101,079 inhabitants and 223.92 square kilometres (86.46 sq mi) (as of 31 December 2015), its area is the largest in Lower Saxony and one of the largest in Germany. Salzgitter originated as a conglomeration of several small towns and villages, and is today made up of 31 boroughs, which are relatively compact conurbations with wide stretches of open country between them. The main shopping street of the young city is in the borough of Lebenstedt, and the central business district is in the borough of Salzgitter-Bad. The city is connected to the Mittellandkanal and the Elbe Lateral Canal by a distributary. The nearest metropolises are Braunschweig, about 23 kilometres (14 miles) to the northeast, and Hanover, about 51 km (32 miles) to the northwest. The population of the City of Salzgitter has exceeded 100,000 inhabitants since its foundation in 1942 (which made it a city (Großstadt) in contrast to a town (Stadt) by the German definition), when it was still called Watenstedt-Salzgitter. Beside Wolfsburg, Leverkusen and Eisenhüttenstadt, Salzgitter is therefore one of the few cities in Germany founded during the 20th century.","[""Bruchmachtersen"", ""Watenstedt bei Salzgitter displaced persons camp"", ""Salzgitter-Bleckenstedt"", ""watenstedt bei salzgitter displaced persons camp"", ""Salzgitter-Lebenstedt"", ""salzgitter"", ""history of salzgitter"", ""salzgitter-lebenstedt"", ""watenstedt-salzgitter"", ""salzgitter, germany""]","Bruchmachtersen | Watenstedt bei Salzgitter displaced persons camp | Salzgitter-Bleckenstedt | watenstedt bei salzgitter displaced persons camp | Salzgitter-Lebenstedt | salzgitter | history of salzgitter | salzgitter-lebenstedt | watenstedt-salzgitter | salzgitter, germany","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q3206830,Pandora'nın Kutusu,Pandora's Box (Turkish: Pandora'nın Kutusu) is a 2008 Turkish drama film directed by Yeşim Ustaoğlu.,"[""Pandora'nın Kutusu"", ""Pandoras Box (2008 film)"", ""pandoras box (2008 film)"", ""pandora's box (2008 film)"", ""Pandora's Box (2008 film)"", ""pandora'nın kutusu""]",Pandora'nın Kutusu | Pandoras Box (2008 film) | pandoras box (2008 film) | pandora's box (2008 film) | Pandora's Box (2008 film) | pandora'nın kutusu,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q325648,Duvara karşı,"Head-On (German: Gegen die Wand, literally Against the Wall; Turkish: Duvara Karşı) is a 2004 German-Turkish drama film written and directed by Fatih Akın.","[""Duvara karşı"", ""Gegen die Wand"", ""Head-On (film)"", ""duvara karsi"", ""Duvara Karsi"", ""duvara karşı"", ""Duvara karsi"", ""gegen die wand"", ""head-on (film)"", ""Head-On (2004 film)""]",Duvara karşı | Gegen die Wand | Head-On (film) | duvara karsi | Duvara Karsi | duvara karşı | Duvara karsi | gegen die wand | head-on (film) | Head-On (2004 film),"[""cinema"", ""film"", ""turkiye""]","[""film_seed""]",true
Q326339,Üsküdar,"Üsküdar (Turkish pronunciation: [ysˈcydaɾ]), traditionally known in Italian and English as Scutari (Skoutàrion, Σκουτάριον in Greek), is a large and densely populated district and municipality of Istanbul, Turkey, on the Anatolian shore of the Bosphorus. It is bordered on the north by Beykoz, on the east by Ümraniye, on the southeast by Ataşehir, on the south by Kadıköy, and on the west by the Bosphorus, with the areas of Beşiktaş, Beyoğlu, and Eminönü on the opposite shore. It is home to about half a million people. Üsküdar is also the usual name for the historic center of the municipality.","[""Üsküdar"", ""üsküdar"", ""Uskudar"", ""Üsküdar, İstanbul"", ""Uskuedar"", ""uskuedar"", ""uskudar"", ""üsküdar, i̇stanbul""]","Üsküdar | üsküdar | Uskudar | Üsküdar, İstanbul | Uskuedar | uskuedar | uskudar | üsküdar, i̇stanbul","[""cinema"", ""turkiye""]","[""birth_place""]",true
Q3275371,issiz adam,"Alone (Turkish: Issız Adam) is a 2008 Turkish film written and directed by Çağan Irmak. The movie has received widespread interest from the Turkish media and had an outstanding performance in the box-office. The film's Turkish title Issız Adam is a triple entendre, as it can mean ""Abandoned Man"", ""My Abandoned Island"", and ""My Lonely Ada"", Ada being the name of the female lead character.","[""issiz adam"", ""Issiz adam"", ""Alone (2008 film)"", ""issız adam"", ""The Desolate Man"", ""the desolate man"", ""alone (2008 film)"", ""Issız Adam""]",issiz adam | Issiz adam | Alone (2008 film) | issız adam | The Desolate Man | the desolate man | alone (2008 film) | Issız Adam,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q327852,journey to the sun,Journey to the Sun (Turkish: Güneşe Yolculuk) is a 1999 Turkish drama film written and directed by Yeşim Ustaoğlu. It was entered into the 49th Berlin International Film Festival where it won the Blue Angel Award.,"[""journey to the sun"", ""gunese yolculuk"", ""Journey to the Sun"", ""Güneşe Yolculuk"", ""Gunese Yolculuk"", ""güneşe yolculuk""]",journey to the sun | gunese yolculuk | Journey to the Sun | Güneşe Yolculuk | Gunese Yolculuk | güneşe yolculuk,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q3296846,demet evgar,"Demet Evgar (born 19 May 1980) is a Turkish actress known for her roles in feature films and TV series. She also pursues an active career as an actress in theatre where she had made her debut. She founded ""Pangar"", ""Hata Yapım Atölyesi"", ""Müşterek"", ""Multi Arts Production"".Evgar was born in Manisa in 1980. Her paternal family is of Albanian origin. While Ottoman Empire was collapsing, other part of her family is of Turkish descent who immigrated from Thessaloniki, Greece. Her brother is director, Yiğit Evgar.She played in ""1 Kadın 1 Erkek"" comedy series at 8 season. She played ""Kara Fatma"" (guest star) in Vatanım Sensin and now she is playing in the TV series Avlu.","[""demet evgar"", ""Demet Evgar""]",demet evgar | Demet Evgar,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q33,republic of finland,"Finland (Finnish: Suomi [suo̯mi] (listen); Swedish: Finland [ˈfɪnland] (listen)), officially the Republic of Finland (Finnish: Suomen tasavalta, Swedish: Republiken Finland (listen to all)), is a Nordic country in Northern Europe bordering the Baltic Sea, Gulf of Bothnia, and Gulf of Finland, between Norway to the north, Sweden to the northwest, and Russia to the east. The capital and largest city is Helsinki. Other major cities are Espoo, Vantaa, Tampere, Oulu and Turku.Finland's population is 5.52 million (as of half of 2019), the majority of whom live in the central and south of the country and speak Finnish, a Uralic language unrelated to the Scandinavian languages. Finland is the eighth-largest country in Europe and the most sparsely populated country in the European Union. It is a parliamentary republic of 311 municipalities, and one autonomous region, the Åland Islands. Over 1.4 million people live in the Greater Helsinki metropolitan area, which produces one third of the country's GDP.Finland was inhabited when the last ice age ended, approximately 9000 BCE. The first settlers left behind artefacts that present characteristics shared with those found in Estonia, Russia, and Norway. The earliest people were hunter-gatherers, using stone tools. The first pottery appeared in 5200 BCE, when the Comb Ceramic culture was introduced. The arrival of the Corded Ware culture in southern coastal Finland between 3000 and 2500 BCE may have coincided with the start of agriculture. The Bronze Age and Iron Age were characterised by extensive contacts with other cultures in the Fennoscandian and Baltic regions and the sedentary farming inhabitation increased towards the end of Iron Age. At the time Finland had three main cultural areas – Southwest Finland, Tavastia and Karelia – as reflected in contemporary jewellery.From the late 13th century, Finland gradually became an integral part of Sweden through the Northern Crusades and the Swedish part-colonisation of coastal Finland, a legacy reflected in the prevalence of the Swedish language and its official status. In 1809, Finland was incorporated into the Russian Empire as the autonomous Grand Duchy of Finland. In 1906, Finland became the first European state to grant all adult citizens the right to vote, and the first in the world to give all adult citizens the right to run for public office.Following the 1917 Russian Revolution, Finland declared itself independent. In 1918, the fledgling state was divided by civil war, with the Bolshevik-leaning Red Guard, supported by Soviet Russia, fighting the White Guard, supported by the German Empire. After a brief attempt to establish a kingdom, the country became a republic. In World War II, Finland lost parts of Karelia, Salla, Kuusamo and Petsamo to the Soviet Union.Finland joined the United Nations in 1955 and adopted an official policy of neutrality. The Finno-Soviet Treaty of 1948 gave the Soviet Union some leverage in Finnish domestic politics during the Cold War. Finland joined the OECD in 1969, the NATO Partnership for Peace in 1994, the European Union in 1995, the Euro-Atlantic Partnership Council in 1997, and the Eurozone at its inception in 1999.Finland was a relative latecomer to industrialisation, remaining a largely agrarian country until the 1950s. After World War II, the Soviet Union demanded war reparations from Finland not only in money but also in material, such as ships and machinery. This forced Finland to industrialise. It rapidly developed an advanced economy while building an extensive welfare state based on the Nordic model, resulting in widespread prosperity and one of the highest per capita incomes in the world. Finland is a top performer in numerous metrics of national performance, including education, economic competitiveness, civil liberties, quality of life, and human development. In 2015, Finland was ranked first in the World Human Capital and the Press Freedom Index and as the most stable country in the world during 2011–2016 in the Fragile States Index, and second in the Global Gender Gap Report. It also ranked first on the World Happiness Report report for 2018 and 2019. A large majority of Finns are members of the Evangelical Lutheran Church, and freedom of religion is guaranteed under the Finnish Constitution.","[""republic of finland"", ""finlandia"", ""Northern Finland"", ""fin land"", ""Finlandia"", ""land of thousand lakes"", ""Suomen Tasavalta"", ""iso 3166-1:fi"", ""Suomen tasavalta"", ""etymology of finland""]",republic of finland | finlandia | Northern Finland | fin land | Finlandia | land of thousand lakes | Suomen Tasavalta | iso 3166-1:fi | Suomen tasavalta | etymology of finland,"[""cinema"", ""turkiye""]","[""turkey_neighbor""]",true
Q3306251,Meral Katı,"Meral Okay (Turkish pronunciation: [meˈɾal oˈkaj], née Katı; September 20, 1959 – April 9, 2012) was a Turkish actress, film producer and screenwriter.","[""Meral Katı"", ""Meral Okay"", ""meral katı"", ""meral okay""]",Meral Katı | Meral Okay | meral katı | meral okay,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3335501,namuslu,Namuslu is a 1984 Turkish drama film directed by Ertem Eğilmez.,"[""namuslu"", ""Namuslu""]",namuslu | Namuslu,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q3337865,Nejat İşler,Nejat İşler (born 29 February 1972) is a Turkish actor.,"[""Nejat İşler"", ""Nejat Isler"", ""nejat isler"", ""nejat i̇şler""]",Nejat İşler | Nejat Isler | nejat isler | nejat i̇şler,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3356874,Orestis Laskos,"Orestis Laskos (Greek: Ορέστης Λάσκος; 11 November 1907 – 17 October 1992) was a Greek film director, screenwriter and actor. He directed 55 films between 1931 and 1971. He also wrote scripts for 24 films between 1929 and 1971.","[""Orestis Laskos"", ""orestis laskos""]",Orestis Laskos | orestis laskos,"[""cinema"", ""people"", ""turkiye""]","[""director""]",true
Q339604,Dragan Micanovich,"Dragan ""Gagica"" Mićanović (Serbian: Драган Мићановић; born 30 September 1970) is a Serbian actor. International audiences probably best know him for his roles in the films Layer Cake (2004), The White Countess (2005) and RocknRolla (2008). Mićanović played his first role abroad in Hamlet at the Globe Theatre.","[""Dragan Micanovich"", ""Dragan Micanovic"", ""dragan micanovic"", ""Dragan micanovic"", ""dragan micanovich"", ""dragan mićanović"", ""Dragan Mićanović""]",Dragan Micanovich | Dragan Micanovic | dragan micanovic | Dragan micanovic | dragan micanovich | dragan mićanović | Dragan Mićanović,"[""cinema"", ""people"", ""turkiye""]","[""cast_member"", ""person_seed""]",true
Q34,p:sweden,"Sweden (Swedish: Sverige [ˈsværjɛ] (listen)), formal name: the Kingdom of Sweden (Swedish: Konungariket Sverige ), is a Scandinavian Nordic country in Northern Europe. It borders Norway to the west and north and Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund, a strait at the Swedish-Danish border. At 450,295 square kilometres (173,860 sq mi), Sweden is the largest country in Northern Europe, the third-largest country in the European Union and the fifth largest country in Europe by area. Sweden has a total population of 10.3 million of which 2.5 million have a foreign background. It has a low population density of 22 inhabitants per square kilometre (57/sq mi). The highest concentration is in the central and southern half of the country.Sweden is part of the geographical area of Fennoscandia. The climate is in general very mild for its northerly latitude due to significant maritime influence. In spite of the high latitude, Sweden often has warm continental summers, being located in between the North Atlantic, the Baltic Sea and the vast Eurasian Russian landmass. The general climate and environment varies significantly from the south and north due to the vast latitudal difference and much of Sweden has reliably cold and snowy winters. It also has a vast coastline with many offshore islands, many lakes, a large proportion of the country covered by forests and includes a portion of the Scandinavian Mountains.Germanic peoples have inhabited Sweden since prehistoric times, emerging into history as the Geats (Swedish Götar) and Swedes (Svear) and constituting the sea peoples known as the Norsemen. Southern Sweden is predominantly agricultural, while the north is heavily forested.  Today,  the sovereign state of Sweden is a constitutional monarchy and parliamentary democracy, with a monarch as head of state, like its neighbour Norway. The capital city is Stockholm, which is also the most populous city in the country. Legislative power is vested in the 349-member unicameral Riksdag. Executive power is exercised by the government chaired by the prime minister. Sweden is a unitary state, currently divided into 21 counties and 290 municipalities.An independent Swedish state emerged during the early 12th century. After the Black Death in the middle of the 14th century killed about a third of the Scandinavian population, the Hanseatic League threatened Scandinavia's culture, finances and languages. This led to the forming of the Scandinavian Kalmar Union in 1397, which Sweden left in 1523. When Sweden became involved in the Thirty Years War on the Reformist side, an expansion of its territories began and eventually the Swedish Empire was formed. This became one of the great powers of Europe until the early 18th century. Swedish territories outside the Scandinavian Peninsula were gradually lost during the 18th and 19th centuries, ending with the annexation of present-day Finland by Russia in 1809. The last war in which Sweden was directly involved was in 1814, when Norway was militarily forced into personal union. Since then, Sweden has been at peace, maintaining an official policy of neutrality in foreign affairs. The union with Norway was peacefully dissolved in 1905. Sweden was formally neutral through both world wars and the Cold War, albeit Sweden has since 2009 openly moved towards cooperation with NATO. Sweden has close relations to its Nordic neighbours, including linguistically, with the Swedish language being an official language in Finland and Swedish also being mutually intelligible with Danish and Norwegian.After the end of the Cold War, Sweden joined the European Union (EU) on 1 January 1995, but declined NATO membership, as well as Eurozone (EZ) membership following a referendum. It is also a member of the United Nations, the Nordic Council, the Council of Europe, the World Trade Organization and the Organisation for Economic Co-operation and Development (OECD). Sweden maintains a Nordic social welfare system that provides universal health care and tertiary education for its citizens. It has the world's eleventh-highest per capita income and ranks highly in numerous metrics of national performance, including quality of life, health, education, protection of civil liberties, economic competitiveness, equality, prosperity and human development.","[""p:sweden"", ""Climate of Sweden"", ""Swedish realm"", ""swedish sin"", ""Sveringes"", ""swedish realm"", ""Mainland Sweden"", ""schweden"", ""sverige"", ""Sverige""]",p:sweden | Climate of Sweden | Swedish realm | swedish sin | Sveringes | swedish realm | Mainland Sweden | schweden | sverige | Sverige,"[""cinema"", ""turkiye""]","[""turkey_neighbor""]",true
Q3405087,nihat nikerel,"Nihat Nikerel (05 February 1950 – 26 September 2009) was a Turkish actor, best known for his role in the crime drama series Kurtlar Vadisi.","[""nihat nikerel"", ""Nihat Nikerel""]",nihat nikerel | Nihat Nikerel,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q343040,Ali Sen,"Ali Şen (1918 in Adana, Adana Vilayet, Ottoman Empire – 15 December 1989 in Istanbul, Turkey) was a Turkish actor, father of the actor Şener Şen. He played many roles both as good guy and bad guy.","[""Ali Sen"", ""ali şen"", ""ali sen"", ""Ali Şen""]",Ali Sen | ali şen | ali sen | Ali Şen,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3434403,asli tandogan,"Aslı Tandoğan (born 2 April 1979) is a Turkish actress and professional harpist. Tandoğan graduated from Hacettepe University Music Conservatory. First, she chose violin at conservatory for a year, then she chose harp. She later joined Antalya Symphony Orchestra. She founded ""Bana Göz Kulak Ol"" with Özge Özder. Her father and aunt are ballet dancers. She can play wing-chun, archery, diving, climbing, tennis, horse riding, ski.Tandoğan is best known for starring as one of the main characters, Lamia, in the Turkish television series, Dudaktan Kalbe (""From the Lips to the Heart"" ). She also co-starred in the movie Kabadayı as Karaca.","[""asli tandogan"", ""aslı tandoğan"", ""Asli Tandogan"", ""Aslı Tandoğan""]",asli tandogan | aslı tandoğan | Asli Tandogan | Aslı Tandoğan,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3446800,cemal hunal,"Cemal Hünal (born 2 October 1976) is a Turkish actor.He studied at Saint Benoit French High School and went on to study theatre and acting at Santa Monica College, UCLA and London Film School.In late 2010s, he acted in Romantic Comedy, and also in Çağan Irmak's films Ulak and Issız Adam.","[""cemal hunal"", ""cemal hünal"", ""Cemal Hünal"", ""Cemal Hunal""]",cemal hunal | cemal hünal | Cemal Hünal | Cemal Hunal,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3446835,baris falay,Barış Falay (born 9 April 1972) is a Turkish actor.,"[""baris falay"", ""barış falay"", ""Baris Falay"", ""Barış Falay""]",baris falay | barış falay | Baris Falay | Barış Falay,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3446906,çetin tekindor,Çetin Tekindor (born 16 July 1945) is a Turkish actor.,"[""çetin tekindor"", ""Cetin Tekindor"", ""cetin tekindor"", ""Çetin Tekindor""]",çetin tekindor | Cetin Tekindor | cetin tekindor | Çetin Tekindor,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3447475,Vahide Percin,"Vahide Perçin (born 13 June 1965) is a Turkish actress and television personality. She was credited for a number of years by her married name ""Vahide Gördüm"", but after divorcing, she went back to her birth name.","[""Vahide Percin"", ""vahide percin"", ""Vahide Perçin"", ""vahide perçin"", ""Vahide Gordum"", ""vahide gordum"", ""vahide gördüm"", ""Vahide Gördüm""]",Vahide Percin | vahide percin | Vahide Perçin | vahide perçin | Vahide Gordum | vahide gordum | vahide gördüm | Vahide Gördüm,"[""cinema"", ""people"", ""turkiye""]","[""cast_member""]",true
Q3459778,10 to 11,"10 to 11 (Turkish: 11'e 10 kala) is a 2009 Turkish drama film directed by Pelin Esmer.The film, loosely based on the story of Esmer’s uncle, Mithat Esmer, who also plays the leading role, follows an elderly collector in İstanbul who lives in a rundown apartment building that is under threat of demolition.","[""10 to 11"", ""11'e 10 kala"", ""10'e 10 kala"", ""11'e 10 Kala""]",10 to 11 | 11'e 10 kala | 10'e 10 kala | 11'e 10 Kala,"[""cinema"", ""film"", ""turkiye""]","[""film""]",true
Q3472837,istanbul tales,"Istanbul Tales (Turkish: Anlat İstanbul) is a 2005 Turkish drama-anthology film, directed by Selim Demirdelen, Kudret Sabancı, Ümit Ünal, Yücel Yolcu and Ömür Atay  , which tells five interconnected stories set in modern-day Istanbul based on the fairytales Snow White, Cinderella, Pied Piper, Sleeping Beauty and Little Red Riding Hood. The film, which went on nationwide general release on 11 March 2005, won several awards including Best Film at the 24th International Istanbul Film Festival.","[""istanbul tales"", ""anlat i̇stanbul"", ""Anlat istanbul"", ""Anlat Istanbul"", ""anlat istanbul"", ""Istanbul tales"", ""Istanbul Tales"", ""Anlat İstanbul""]",istanbul tales | anlat i̇stanbul | Anlat istanbul | Anlat Istanbul | anlat istanbul | Istanbul tales | Istanbul Tales | Anlat İstanbul,"[""cinema"", ""film"", ""turkiye""]","[""film"", ""film_seed""]",true
